date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:42:24	538694/538694	---MCZ	200	added ('OK')	application/javascript	etag:W/%228f1161ea62c4f18b3e287be2fe26a7ca%22	https://victoriollc.renderforestsites.com/bundle-m367s9vg.js	C:/My%20Web%20Sites/victoriollc/victoriollc.renderforestsites.com/bundle-m367s9vg.js	(from https://victoriollc.renderforestsites.com/)
12:42:24	13188/13188	---M--	200	added ('OK')	binary/octet-stream	etag:%2299994082ed9431e32ca0aa3775da240c%22	https://victoriollc.renderforestsites.com/rf_fonts/v1/35a76e2b-12ef-4a67-8994-22a847dc1d28.woff2	C:/My%20Web%20Sites/victoriollc/victoriollc.renderforestsites.com/rf_fonts/v1/35a76e2b-12ef-4a67-8994-22a847dc1d28.woff2	(from https://victoriollc.renderforestsites.com/rf_fonts/v1/fonts.css)
12:42:24	8884/8884	---M--	200	added ('OK')	binary/octet-stream	etag:%22a83fdd3608608a963996fea343b5b886%22	https://victoriollc.renderforestsites.com/rf_fonts/v1/8039c378-a90c-4c13-acbf-1ea0029a2270.woff2	C:/My%20Web%20Sites/victoriollc/victoriollc.renderforestsites.com/rf_fonts/v1/8039c378-a90c-4c13-acbf-1ea0029a2270.woff2	(from https://victoriollc.renderforestsites.com/rf_fonts/v1/fonts.css)
12:42:24	10408/10408	---M--	200	added ('OK')	binary/octet-stream	etag:%221f32a96fc6029b8aca5c2d962dbede9b%22	https://victoriollc.renderforestsites.com/rf_fonts/v1/089ab3b8-6af9-4afe-ad56-10beb115a131.woff2	C:/My%20Web%20Sites/victoriollc/victoriollc.renderforestsites.com/rf_fonts/v1/089ab3b8-6af9-4afe-ad56-10beb115a131.woff2	(from https://victoriollc.renderforestsites.com/rf_fonts/v1/fonts.css)
12:42:25	1600/1600	---M--	200	added ('OK')	binary/octet-stream	etag:%220ab3e205ca1ede0514120c4058ceec81%22	https://victoriollc.renderforestsites.com/rf_fonts/v1/60b9f68c-0e4a-46ab-af88-9d0a8f72c661.woff2	C:/My%20Web%20Sites/victoriollc/victoriollc.renderforestsites.com/rf_fonts/v1/60b9f68c-0e4a-46ab-af88-9d0a8f72c661.woff2	(from https://victoriollc.renderforestsites.com/rf_fonts/v1/fonts.css)
12:42:25	17388/17388	---M--	200	added ('OK')	binary/octet-stream	etag:%229a4eaffee938e072822f71ea1d14da75%22	https://victoriollc.renderforestsites.com/rf_fonts/v1/d0891b9e-b2ef-40dc-86de-5ce7235099ab.woff2	C:/My%20Web%20Sites/victoriollc/victoriollc.renderforestsites.com/rf_fonts/v1/d0891b9e-b2ef-40dc-86de-5ce7235099ab.woff2	(from https://victoriollc.renderforestsites.com/rf_fonts/v1/fonts.css)
12:42:25	14384/14384	---M--	200	added ('OK')	binary/octet-stream	etag:%2220ac8635f8913d2ee7315be8023afd35%22	https://victoriollc.renderforestsites.com/rf_fonts/v1/b436a6f7-8274-4b24-9e0a-d35b19e0c455.woff2	C:/My%20Web%20Sites/victoriollc/victoriollc.renderforestsites.com/rf_fonts/v1/b436a6f7-8274-4b24-9e0a-d35b19e0c455.woff2	(from https://victoriollc.renderforestsites.com/rf_fonts/v1/fonts.css)
12:42:26	5500/5500	---M--	200	added ('OK')	binary/octet-stream	etag:%22cdb4a18e2f1dfe7927203952ba826a20%22	https://victoriollc.renderforestsites.com/rf_fonts/v1/2bc8be26-59b3-4528-b62f-2c9c8eab8241.woff2	C:/My%20Web%20Sites/victoriollc/victoriollc.renderforestsites.com/rf_fonts/v1/2bc8be26-59b3-4528-b62f-2c9c8eab8241.woff2	(from https://victoriollc.renderforestsites.com/rf_fonts/v1/fonts.css)
12:42:26	4704/4704	---M--	200	added ('OK')	binary/octet-stream	etag:%2295b23bb7be4ccffd5b2c4565a80c8b6d%22	https://victoriollc.renderforestsites.com/rf_fonts/v1/502d049c-c495-4afe-a39d-b14d1083d8ae.woff2	C:/My%20Web%20Sites/victoriollc/victoriollc.renderforestsites.com/rf_fonts/v1/502d049c-c495-4afe-a39d-b14d1083d8ae.woff2	(from https://victoriollc.renderforestsites.com/rf_fonts/v1/fonts.css)
12:42:26	16004/16004	---M--	200	added ('OK')	binary/octet-stream	etag:%222e81849ba4cf1ab117d349db441f945e%22	https://victoriollc.renderforestsites.com/rf_fonts/v1/0e756d52-4aba-4ae8-a9b8-825cf20cf14c.woff2	C:/My%20Web%20Sites/victoriollc/victoriollc.renderforestsites.com/rf_fonts/v1/0e756d52-4aba-4ae8-a9b8-825cf20cf14c.woff2	(from https://victoriollc.renderforestsites.com/rf_fonts/v1/fonts.css)
12:42:26	18568/18568	---M--	200	added ('OK')	binary/octet-stream	etag:%224bfcf757552d3cc4e5894e11fdedc580%22	https://victoriollc.renderforestsites.com/rf_fonts/v1/28458773-c2eb-4e4e-b67d-2f2840aac0c4.woff2	C:/My%20Web%20Sites/victoriollc/victoriollc.renderforestsites.com/rf_fonts/v1/28458773-c2eb-4e4e-b67d-2f2840aac0c4.woff2	(from https://victoriollc.renderforestsites.com/rf_fonts/v1/fonts.css)
12:42:26	14112/14112	---M--	200	added ('OK')	binary/octet-stream	etag:%224c68faf096b9f6f75272c526db7f3058%22	https://victoriollc.renderforestsites.com/rf_fonts/v1/dce5381f-e191-4203-85ec-982b5486b3ee.woff2	C:/My%20Web%20Sites/victoriollc/victoriollc.renderforestsites.com/rf_fonts/v1/dce5381f-e191-4203-85ec-982b5486b3ee.woff2	(from https://victoriollc.renderforestsites.com/rf_fonts/v1/fonts.css)
12:42:27	5536/5536	---M--	200	added ('OK')	binary/octet-stream	etag:%22c111b38a0f760ee68c1880347171d734%22	https://victoriollc.renderforestsites.com/rf_fonts/v1/81e0582d-d6a9-4965-a7cc-aa91067e8ce1.woff2	C:/My%20Web%20Sites/victoriollc/victoriollc.renderforestsites.com/rf_fonts/v1/81e0582d-d6a9-4965-a7cc-aa91067e8ce1.woff2	(from https://victoriollc.renderforestsites.com/rf_fonts/v1/fonts.css)
12:42:27	4648/4648	---M--	200	added ('OK')	binary/octet-stream	etag:%22600e6411883189d7f21dd520edca213e%22	https://victoriollc.renderforestsites.com/rf_fonts/v1/d9436fa6-4677-443f-a810-a5d53b681697.woff2	C:/My%20Web%20Sites/victoriollc/victoriollc.renderforestsites.com/rf_fonts/v1/d9436fa6-4677-443f-a810-a5d53b681697.woff2	(from https://victoriollc.renderforestsites.com/rf_fonts/v1/fonts.css)
12:42:27	15308/15308	---M--	200	added ('OK')	binary/octet-stream	etag:%226f6b83b04729415661d4d36c795070a1%22	https://victoriollc.renderforestsites.com/rf_fonts/v1/6251dc12-6899-457b-8b67-81679dd01d05.woff2	C:/My%20Web%20Sites/victoriollc/victoriollc.renderforestsites.com/rf_fonts/v1/6251dc12-6899-457b-8b67-81679dd01d05.woff2	(from https://victoriollc.renderforestsites.com/rf_fonts/v1/fonts.css)
12:42:27	17204/17204	---M--	200	added ('OK')	binary/octet-stream	etag:%22ca33f9317ce7b3e9916a95589e64ddc8%22	https://victoriollc.renderforestsites.com/rf_fonts/v1/9a8fd949-e4d2-4512-a831-dbc7e2122b61.woff2	C:/My%20Web%20Sites/victoriollc/victoriollc.renderforestsites.com/rf_fonts/v1/9a8fd949-e4d2-4512-a831-dbc7e2122b61.woff2	(from https://victoriollc.renderforestsites.com/rf_fonts/v1/fonts.css)
12:42:28	11108/11108	---M--	200	added ('OK')	binary/octet-stream	etag:%22a6d28f6ab5d72defdd01ce5c6b3b23c9%22	https://victoriollc.renderforestsites.com/rf_fonts/v1/f64ff9ca-bf60-4faf-a3db-205970e4ad1f.woff2	C:/My%20Web%20Sites/victoriollc/victoriollc.renderforestsites.com/rf_fonts/v1/f64ff9ca-bf60-4faf-a3db-205970e4ad1f.woff2	(from https://victoriollc.renderforestsites.com/rf_fonts/v1/fonts.css)
12:42:28	7792/7792	---M--	200	added ('OK')	binary/octet-stream	etag:%22fa168f830e88c7ce559231f2db9288bf%22	https://victoriollc.renderforestsites.com/rf_fonts/v1/8a635f11-5895-4cf3-afde-73228b9adec7.woff2	C:/My%20Web%20Sites/victoriollc/victoriollc.renderforestsites.com/rf_fonts/v1/8a635f11-5895-4cf3-afde-73228b9adec7.woff2	(from https://victoriollc.renderforestsites.com/rf_fonts/v1/fonts.css)
12:42:28	4208/4208	---M--	200	added ('OK')	binary/octet-stream	etag:%22cb6720c4ad8f7a4c9a43c9f2feb8a4dd%22	https://victoriollc.renderforestsites.com/rf_fonts/v1/166a828d-dfa0-408b-b3fb-4b8e998c2a5a.woff2	C:/My%20Web%20Sites/victoriollc/victoriollc.renderforestsites.com/rf_fonts/v1/166a828d-dfa0-408b-b3fb-4b8e998c2a5a.woff2	(from https://victoriollc.renderforestsites.com/rf_fonts/v1/fonts.css)
12:42:29	31976/31976	---M--	200	added ('OK')	binary/octet-stream	etag:%2219a15829464dcac629e3cdeb8ab5ce0d%22	https://victoriollc.renderforestsites.com/rf_fonts/v1/25d68e10-da28-41d4-a86e-dba7d5f9afd7.woff2	C:/My%20Web%20Sites/victoriollc/victoriollc.renderforestsites.com/rf_fonts/v1/25d68e10-da28-41d4-a86e-dba7d5f9afd7.woff2	(from https://victoriollc.renderforestsites.com/rf_fonts/v1/fonts.css)
12:42:29	12148/12148	---M--	200	added ('OK')	binary/octet-stream	etag:%225741dd4339b9610558e6e07cf07313b9%22	https://victoriollc.renderforestsites.com/rf_fonts/v1/d99ca9fd-de95-4ee9-b4d2-f38a43cee8de.woff2	C:/My%20Web%20Sites/victoriollc/victoriollc.renderforestsites.com/rf_fonts/v1/d99ca9fd-de95-4ee9-b4d2-f38a43cee8de.woff2	(from https://victoriollc.renderforestsites.com/rf_fonts/v1/fonts.css)
12:42:29	10752/10752	---M--	200	added ('OK')	binary/octet-stream	etag:%22f8f677abff6697b09f9b5d40557a1c92%22	https://victoriollc.renderforestsites.com/rf_fonts/v1/14955b08-5047-45f1-8890-c0763e849c48.woff2	C:/My%20Web%20Sites/victoriollc/victoriollc.renderforestsites.com/rf_fonts/v1/14955b08-5047-45f1-8890-c0763e849c48.woff2	(from https://victoriollc.renderforestsites.com/rf_fonts/v1/fonts.css)
12:42:29	7632/7632	---M--	200	added ('OK')	binary/octet-stream	etag:%222f0ec2b1b35086373cdfbe591f8a711d%22	https://victoriollc.renderforestsites.com/rf_fonts/v1/06acaf16-2971-48f5-a5cb-739cc4b50aa9.woff2	C:/My%20Web%20Sites/victoriollc/victoriollc.renderforestsites.com/rf_fonts/v1/06acaf16-2971-48f5-a5cb-739cc4b50aa9.woff2	(from https://victoriollc.renderforestsites.com/rf_fonts/v1/fonts.css)
12:42:30	4188/4188	---M--	200	added ('OK')	binary/octet-stream	etag:%22af72fa6c7f43b6f5be38ff4c848c67a4%22	https://victoriollc.renderforestsites.com/rf_fonts/v1/0e288fb5-5610-40e3-8b87-e3f3ef32caa4.woff2	C:/My%20Web%20Sites/victoriollc/victoriollc.renderforestsites.com/rf_fonts/v1/0e288fb5-5610-40e3-8b87-e3f3ef32caa4.woff2	(from https://victoriollc.renderforestsites.com/rf_fonts/v1/fonts.css)
12:42:30	31936/31936	---M--	200	added ('OK')	binary/octet-stream	etag:%22f0b52058dcfe5cb09ebea3f8bd68d9ed%22	https://victoriollc.renderforestsites.com/rf_fonts/v1/a97cc18d-d9e7-4660-ae62-c56c819bdeed.woff2	C:/My%20Web%20Sites/victoriollc/victoriollc.renderforestsites.com/rf_fonts/v1/a97cc18d-d9e7-4660-ae62-c56c819bdeed.woff2	(from https://victoriollc.renderforestsites.com/rf_fonts/v1/fonts.css)
12:42:30	12184/12184	---M--	200	added ('OK')	binary/octet-stream	etag:%2207b84b8339ae71d43ffffe040ba985cb%22	https://victoriollc.renderforestsites.com/rf_fonts/v1/a2fb0f25-2f79-47e0-be4d-bbf4b9b31baa.woff2	C:/My%20Web%20Sites/victoriollc/victoriollc.renderforestsites.com/rf_fonts/v1/a2fb0f25-2f79-47e0-be4d-bbf4b9b31baa.woff2	(from https://victoriollc.renderforestsites.com/rf_fonts/v1/fonts.css)
12:42:30	9056/9056	---M--	200	added ('OK')	binary/octet-stream	etag:%229d8b37c3fa1c026a6359baad3bab0346%22	https://victoriollc.renderforestsites.com/rf_fonts/v1/a08e145f-5451-48f8-9ea2-d1f36625a80c.woff2	C:/My%20Web%20Sites/victoriollc/victoriollc.renderforestsites.com/rf_fonts/v1/a08e145f-5451-48f8-9ea2-d1f36625a80c.woff2	(from https://victoriollc.renderforestsites.com/rf_fonts/v1/fonts.css)
12:42:31	30760/30760	---M--	200	added ('OK')	binary/octet-stream	etag:%2237c2810cbe6ec7111a64adc834bd689a%22	https://victoriollc.renderforestsites.com/rf_fonts/v1/cec3aba7-b501-4652-9d4c-c47302270a04.woff2	C:/My%20Web%20Sites/victoriollc/victoriollc.renderforestsites.com/rf_fonts/v1/cec3aba7-b501-4652-9d4c-c47302270a04.woff2	(from https://victoriollc.renderforestsites.com/rf_fonts/v1/fonts.css)
12:42:31	39520/39520	---M--	200	added ('OK')	binary/octet-stream	etag:%22b8a137ad33d314024c048964663fae39%22	https://victoriollc.renderforestsites.com/rf_fonts/v1/dfe54757-c7be-410c-a1d6-39310bfa905a.woff2	C:/My%20Web%20Sites/victoriollc/victoriollc.renderforestsites.com/rf_fonts/v1/dfe54757-c7be-410c-a1d6-39310bfa905a.woff2	(from https://victoriollc.renderforestsites.com/rf_fonts/v1/fonts.css)
12:42:31	9056/9056	---M--	200	added ('OK')	binary/octet-stream	etag:%229d8b37c3fa1c026a6359baad3bab0346%22	https://victoriollc.renderforestsites.com/rf_fonts/v1/ad570c07-9df1-4bcb-a271-c7918e406c2f.woff2	C:/My%20Web%20Sites/victoriollc/victoriollc.renderforestsites.com/rf_fonts/v1/ad570c07-9df1-4bcb-a271-c7918e406c2f.woff2	(from https://victoriollc.renderforestsites.com/rf_fonts/v1/fonts.css)
12:42:31	30760/30760	---M--	200	added ('OK')	binary/octet-stream	etag:%2237c2810cbe6ec7111a64adc834bd689a%22	https://victoriollc.renderforestsites.com/rf_fonts/v1/f476dabd-c0d1-4fc7-914a-d90dda95e05d.woff2	C:/My%20Web%20Sites/victoriollc/victoriollc.renderforestsites.com/rf_fonts/v1/f476dabd-c0d1-4fc7-914a-d90dda95e05d.woff2	(from https://victoriollc.renderforestsites.com/rf_fonts/v1/fonts.css)
12:42:31	39520/39520	---M--	200	added ('OK')	binary/octet-stream	etag:%22b8a137ad33d314024c048964663fae39%22	https://victoriollc.renderforestsites.com/rf_fonts/v1/d46d4462-dca4-4a78-8c8a-b1f341a48f58.woff2	C:/My%20Web%20Sites/victoriollc/victoriollc.renderforestsites.com/rf_fonts/v1/d46d4462-dca4-4a78-8c8a-b1f341a48f58.woff2	(from https://victoriollc.renderforestsites.com/rf_fonts/v1/fonts.css)
12:42:32	7468/7468	---M--	200	added ('OK')	binary/octet-stream	etag:%22e216744ab0bdacb38d83f17cd8be97c4%22	https://victoriollc.renderforestsites.com/rf_fonts/v1/a255ed04-f828-4d71-bebc-f01b422cba34.woff2	C:/My%20Web%20Sites/victoriollc/victoriollc.renderforestsites.com/rf_fonts/v1/a255ed04-f828-4d71-bebc-f01b422cba34.woff2	(from https://victoriollc.renderforestsites.com/rf_fonts/v1/fonts.css)
12:42:32	14940/14940	---M--	200	added ('OK')	binary/octet-stream	etag:%229f3b6deead368997faa438895a309545%22	https://victoriollc.renderforestsites.com/rf_fonts/v1/3f09219e-e14f-405a-a562-e7f252afead9.woff2	C:/My%20Web%20Sites/victoriollc/victoriollc.renderforestsites.com/rf_fonts/v1/3f09219e-e14f-405a-a562-e7f252afead9.woff2	(from https://victoriollc.renderforestsites.com/rf_fonts/v1/fonts.css)
12:42:32	7452/7452	---M--	200	added ('OK')	binary/octet-stream	etag:%22859a1c670785f3930ba62b9278995155%22	https://victoriollc.renderforestsites.com/rf_fonts/v1/087491b0-bc14-4ef4-a008-f619cc083042.woff2	C:/My%20Web%20Sites/victoriollc/victoriollc.renderforestsites.com/rf_fonts/v1/087491b0-bc14-4ef4-a008-f619cc083042.woff2	(from https://victoriollc.renderforestsites.com/rf_fonts/v1/fonts.css)
12:42:33	14772/14772	---M--	200	added ('OK')	binary/octet-stream	etag:%22585102b3eac6332c10336081851d2530%22	https://victoriollc.renderforestsites.com/rf_fonts/v1/bfbddfaa-2dfd-4e66-a66e-820da3202631.woff2	C:/My%20Web%20Sites/victoriollc/victoriollc.renderforestsites.com/rf_fonts/v1/bfbddfaa-2dfd-4e66-a66e-820da3202631.woff2	(from https://victoriollc.renderforestsites.com/rf_fonts/v1/fonts.css)
12:42:33	1848/1848	---M--	200	added ('OK')	binary/octet-stream	etag:%2294db254fb0868cc082ec11ec72040f6b%22	https://victoriollc.renderforestsites.com/rf_fonts/v1/84c8dcdc-4a59-412b-b791-12787e5c9586.woff2	C:/My%20Web%20Sites/victoriollc/victoriollc.renderforestsites.com/rf_fonts/v1/84c8dcdc-4a59-412b-b791-12787e5c9586.woff2	(from https://victoriollc.renderforestsites.com/rf_fonts/v1/fonts.css)
12:42:33	2296/2296	---M--	200	added ('OK')	binary/octet-stream	etag:%22879682da925c27f8d13d2641e4d3109e%22	https://victoriollc.renderforestsites.com/rf_fonts/v1/2660773b-bb8a-4251-9e44-8419557397cf.woff2	C:/My%20Web%20Sites/victoriollc/victoriollc.renderforestsites.com/rf_fonts/v1/2660773b-bb8a-4251-9e44-8419557397cf.woff2	(from https://victoriollc.renderforestsites.com/rf_fonts/v1/fonts.css)
12:42:33	2328/2328	---M--	200	added ('OK')	binary/octet-stream	etag:%2242407bc86d6bb6c2eb68317daf5af930%22	https://victoriollc.renderforestsites.com/rf_fonts/v1/7bffd3af-2996-45a6-8c88-0e5c7839e4ca.woff2	C:/My%20Web%20Sites/victoriollc/victoriollc.renderforestsites.com/rf_fonts/v1/7bffd3af-2996-45a6-8c88-0e5c7839e4ca.woff2	(from https://victoriollc.renderforestsites.com/rf_fonts/v1/fonts.css)
12:42:33	1700/1700	---M--	200	added ('OK')	binary/octet-stream	etag:%22c5374035fa8bc14c72fca684fa6b93e7%22	https://victoriollc.renderforestsites.com/rf_fonts/v1/910e17fe-beca-4d27-ac76-96ddc9a9f726.woff2	C:/My%20Web%20Sites/victoriollc/victoriollc.renderforestsites.com/rf_fonts/v1/910e17fe-beca-4d27-ac76-96ddc9a9f726.woff2	(from https://victoriollc.renderforestsites.com/rf_fonts/v1/fonts.css)
12:42:34	1796/1796	---M--	200	added ('OK')	binary/octet-stream	etag:%222864f460bfe5f9eb93be8e9096648e89%22	https://victoriollc.renderforestsites.com/rf_fonts/v1/b33d6b84-5dd0-4f41-8c91-af84a4163a71.woff2	C:/My%20Web%20Sites/victoriollc/victoriollc.renderforestsites.com/rf_fonts/v1/b33d6b84-5dd0-4f41-8c91-af84a4163a71.woff2	(from https://victoriollc.renderforestsites.com/rf_fonts/v1/fonts.css)
12:42:34	1552/1552	---M--	200	added ('OK')	binary/octet-stream	etag:%22ff45fb0bf9384d0bf801463051cf002f%22	https://victoriollc.renderforestsites.com/rf_fonts/v1/9832d823-4c87-41cd-8316-1229a083ccaa.woff2	C:/My%20Web%20Sites/victoriollc/victoriollc.renderforestsites.com/rf_fonts/v1/9832d823-4c87-41cd-8316-1229a083ccaa.woff2	(from https://victoriollc.renderforestsites.com/rf_fonts/v1/fonts.css)
12:42:34	1588/1588	---M--	200	added ('OK')	binary/octet-stream	etag:%2252f2312a4f122d0c0f8598584197c4f2%22	https://victoriollc.renderforestsites.com/rf_fonts/v1/8831b8d4-b031-4e50-a84d-04f3904e44d4.woff2	C:/My%20Web%20Sites/victoriollc/victoriollc.renderforestsites.com/rf_fonts/v1/8831b8d4-b031-4e50-a84d-04f3904e44d4.woff2	(from https://victoriollc.renderforestsites.com/rf_fonts/v1/fonts.css)
12:42:34	1880/1880	---M--	200	added ('OK')	binary/octet-stream	etag:%22660dc399e66bf37ec873328e5de441a5%22	https://victoriollc.renderforestsites.com/rf_fonts/v1/b1293acd-2b58-46b4-9b21-7d530c512c2c.woff2	C:/My%20Web%20Sites/victoriollc/victoriollc.renderforestsites.com/rf_fonts/v1/b1293acd-2b58-46b4-9b21-7d530c512c2c.woff2	(from https://victoriollc.renderforestsites.com/rf_fonts/v1/fonts.css)
12:42:35	1484/1484	---M--	200	added ('OK')	binary/octet-stream	etag:%22a976c2714ad7752eaf69e138e80c514e%22	https://victoriollc.renderforestsites.com/rf_fonts/v1/2bf72f24-8667-4b46-ab28-49024e8b64e5.woff2	C:/My%20Web%20Sites/victoriollc/victoriollc.renderforestsites.com/rf_fonts/v1/2bf72f24-8667-4b46-ab28-49024e8b64e5.woff2	(from https://victoriollc.renderforestsites.com/rf_fonts/v1/fonts.css)
12:42:35	1496/1496	---M--	200	added ('OK')	binary/octet-stream	etag:%22616326a7b5529fc34e5ff60b117d515e%22	https://victoriollc.renderforestsites.com/rf_fonts/v1/cf509b8f-2637-446f-bdb9-a35a49ba83ae.woff2	C:/My%20Web%20Sites/victoriollc/victoriollc.renderforestsites.com/rf_fonts/v1/cf509b8f-2637-446f-bdb9-a35a49ba83ae.woff2	(from https://victoriollc.renderforestsites.com/rf_fonts/v1/fonts.css)
12:42:35	1508/1508	---M--	200	added ('OK')	binary/octet-stream	etag:%2239a90a83168264e57743ba2d99fb4693%22	https://victoriollc.renderforestsites.com/rf_fonts/v1/2dd658a9-3178-4c4e-a092-1cbd755c2dff.woff2	C:/My%20Web%20Sites/victoriollc/victoriollc.renderforestsites.com/rf_fonts/v1/2dd658a9-3178-4c4e-a092-1cbd755c2dff.woff2	(from https://victoriollc.renderforestsites.com/rf_fonts/v1/fonts.css)
12:42:35	1648/1648	---M--	200	added ('OK')	binary/octet-stream	etag:%22b3483130e28256d83b1a847d9569b60d%22	https://victoriollc.renderforestsites.com/rf_fonts/v1/a3cbf5f3-310a-44cd-b0e8-8ab731361c5b.woff2	C:/My%20Web%20Sites/victoriollc/victoriollc.renderforestsites.com/rf_fonts/v1/a3cbf5f3-310a-44cd-b0e8-8ab731361c5b.woff2	(from https://victoriollc.renderforestsites.com/rf_fonts/v1/fonts.css)
12:42:36	1872/1872	---M--	200	added ('OK')	binary/octet-stream	etag:%22a0a09c9e4569045549193c993320fdc5%22	https://victoriollc.renderforestsites.com/rf_fonts/v1/0b385249-b89f-408f-8a36-ce913b0bef35.woff2	C:/My%20Web%20Sites/victoriollc/victoriollc.renderforestsites.com/rf_fonts/v1/0b385249-b89f-408f-8a36-ce913b0bef35.woff2	(from https://victoriollc.renderforestsites.com/rf_fonts/v1/fonts.css)
12:42:36	1788/1788	---M--	200	added ('OK')	binary/octet-stream	etag:%22a990d544423bc386123d56a39fa2eac0%22	https://victoriollc.renderforestsites.com/rf_fonts/v1/56b8c3e6-6e3d-4065-82f4-24f4d200d5ae.woff2	C:/My%20Web%20Sites/victoriollc/victoriollc.renderforestsites.com/rf_fonts/v1/56b8c3e6-6e3d-4065-82f4-24f4d200d5ae.woff2	(from https://victoriollc.renderforestsites.com/rf_fonts/v1/fonts.css)
12:42:36	1844/1844	---M--	200	added ('OK')	binary/octet-stream	etag:%22622107aef5b6e5649d232ebe21fa92cc%22	https://victoriollc.renderforestsites.com/rf_fonts/v1/4d931bf7-3306-497b-8cca-d130b1dfffeb.woff2	C:/My%20Web%20Sites/victoriollc/victoriollc.renderforestsites.com/rf_fonts/v1/4d931bf7-3306-497b-8cca-d130b1dfffeb.woff2	(from https://victoriollc.renderforestsites.com/rf_fonts/v1/fonts.css)
